id,delay_with_demand,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent_synergy,"""","{""id"" : 0,""delay_with_demand"" : 871340604.3,""station_0"" : ""Jackson Hts - Roosevelt Av_0"",""station_1"" : ""Queensboro Plaza_0"",""station_0_lat"" : 40.746644,""station_0_lon"" : -73.891338,""station_1_lat"" : 40.750582,""station_1_lon"" : -73.940202,""delay_0"" : 301205900.1,""delay_1"" : 241567386,""sum"" : 542773286.1,""synergy"" : 328567318.2},",,,,,,,,,,,
4794,224914221.1,36 Av_0,9 St_0,191517800.1,33416083.53,224933883.6,-19662.5368,40.756804,-73.929575,40.670847,-73.988302,-0.008741474,"{""id"" : 4794,","""delay_with_demand"" : 224914221.078,","""station_0"" : ""36 Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 191517800.086,","""delay_1"" : 33416083.5288,","""sum"" : 224933883.615,","""synergy"" : -19662.5368,","""station_0_lat"" : 40.756804,","""station_0_lon"" : -73.929575,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.00874147393182},"
4795,225783516.2,Grant Av_0,9 St_0,192666263.7,33416083.53,226082347.2,-298831.0638,40.677044,-73.86505,40.670847,-73.988302,-0.132177973,"{""id"" : 4795,","""delay_with_demand"" : 225783516.167,","""station_0"" : ""Grant Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 192666263.702,","""delay_1"" : 33416083.5288,","""sum"" : 226082347.231,","""synergy"" : -298831.0638,","""station_0_lat"" : 40.677044,","""station_0_lon"" : -73.86505,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.132177972964},"
4796,213337595.6,80 St_0,9 St_0,180168726.1,33416083.53,213584809.6,-247213.9688,40.679371,-73.858992,40.670847,-73.988302,-0.115745108,"{""id"" : 4796,","""delay_with_demand"" : 213337595.624,","""station_0"" : ""80 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 180168726.064,","""delay_1"" : 33416083.5288,","""sum"" : 213584809.593,","""synergy"" : -247213.9688,","""station_0_lat"" : 40.679371,","""station_0_lon"" : -73.858992,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.115745108124},"
4797,191609873,Hunts Point Av_0,9 St_0,158457927.1,33416083.53,191874010.7,-264137.6388,40.820948,-73.890549,40.670847,-73.988302,-0.13766202,"{""id"" : 4797,","""delay_with_demand"" : 191609873.02,","""station_0"" : ""Hunts Point Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 158457927.13,","""delay_1"" : 33416083.5288,","""sum"" : 191874010.659,","""synergy"" : -264137.6388,","""station_0_lat"" : 40.820948,","""station_0_lon"" : -73.890549,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.137662019933},"
4798,200998577.7,Broadway_1,9 St_0,167599119.1,33416083.53,201015202.6,-16624.8778,40.76182,-73.925508,40.670847,-73.988302,-0.008270458,"{""id"" : 4798,","""delay_with_demand"" : 200998577.721,","""station_0"" : ""Broadway_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 167599119.07,","""delay_1"" : 33416083.5288,","""sum"" : 201015202.599,","""synergy"" : -16624.8778,","""station_0_lat"" : 40.76182,","""station_0_lon"" : -73.925508,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.008270457948},"
4799,221879325.4,Prospect Park_0,9 St_0,188870531,33416083.53,222286614.5,-407289.0978,40.661614,-73.962246,40.670847,-73.988302,-0.183227001,"{""id"" : 4799,","""delay_with_demand"" : 221879325.394,","""station_0"" : ""Prospect Park_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 188870530.963,","""delay_1"" : 33416083.5288,","""sum"" : 222286614.492,","""synergy"" : -407289.0978,","""station_0_lat"" : 40.661614,","""station_0_lon"" : -73.962246,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.183227001199},"
4800,193710903,88 St_0,9 St_0,160529869.8,33416083.53,193945953.3,-235050.3418,40.679843,-73.85147,40.670847,-73.988302,-0.121193734,"{""id"" : 4800,","""delay_with_demand"" : 193710902.976,","""station_0"" : ""88 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 160529869.789,","""delay_1"" : 33416083.5288,","""sum"" : 193945953.318,","""synergy"" : -235050.3418,","""station_0_lat"" : 40.679843,","""station_0_lon"" : -73.85147,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.121193733501},"
4801,141602355.7,72 St_2,9 St_0,108403102.1,33416083.53,141819185.6,-216829.9238,40.768799,-73.958424,40.670847,-73.988302,-0.152891813,"{""id"" : 4801,","""delay_with_demand"" : 141602355.675,","""station_0"" : ""72 St_2"",","""station_1"" : ""9 St_0"",","""delay_0"" : 108403102.07,","""delay_1"" : 33416083.5288,","""sum"" : 141819185.599,","""synergy"" : -216829.9238,","""station_0_lat"" : 40.768799,","""station_0_lon"" : -73.958424,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.152891812828},"
4802,109832631.3,47-50 Sts - Rockefeller Ctr_0,9 St_0,76858204.47,33416083.53,110274288,-441656.7284,40.758663,-73.981329,40.670847,-73.988302,-0.400507441,"{""id"" : 4802,","""delay_with_demand"" : 109832631.27,","""station_0"" : ""47-50 Sts - Rockefeller Ctr_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 76858204.4696,","""delay_1"" : 33416083.5288,","""sum"" : 110274287.998,","""synergy"" : -441656.7284,","""station_0_lat"" : 40.758663,","""station_0_lon"" : -73.981329,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.400507440507},"
4803,197240495.1,86 St_1,9 St_0,164172253.1,33416083.53,197588336.6,-347841.5398,40.779492,-73.955589,40.670847,-73.988302,-0.176043559,"{""id"" : 4803,","""delay_with_demand"" : 197240495.078,","""station_0"" : ""86 St_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 164172253.089,","""delay_1"" : 33416083.5288,","""sum"" : 197588336.618,","""synergy"" : -347841.5398,","""station_0_lat"" : 40.779492,","""station_0_lon"" : -73.955589,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.176043558924},"
4804,101604808,57 St - 7 Av_0,9 St_0,68725914.64,33416083.53,102141998.2,-537190.2115,40.764664,-73.980658,40.670847,-73.988302,-0.52592491,"{""id"" : 4804,","""delay_with_demand"" : 101604807.957,","""station_0"" : ""57 St - 7 Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 68725914.6397,","""delay_1"" : 33416083.5288,","""sum"" : 102141998.168,","""synergy"" : -537190.2115,","""station_0_lat"" : 40.764664,","""station_0_lon"" : -73.980658,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.525924909569},"
4805,175968716.4,President St_0,9 St_0,143484676.6,33416083.53,176900760.1,-932043.6888,40.667883,-73.950683,40.670847,-73.988302,-0.526873761,"{""id"" : 4805,","""delay_with_demand"" : 175968716.408,","""station_0"" : ""President St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 143484676.568,","""delay_1"" : 33416083.5288,","""sum"" : 176900760.097,","""synergy"" : -932043.6888,","""station_0_lat"" : 40.667883,","""station_0_lon"" : -73.950683,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.526873761475},"
4806,165567619.5,Sterling St_0,9 St_0,133027782.4,33416083.53,166443866,-876246.4468,40.662742,-73.95085,40.670847,-73.988302,-0.526451631,"{""id"" : 4806,","""delay_with_demand"" : 165567619.514,","""station_0"" : ""Sterling St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 133027782.432,","""delay_1"" : 33416083.5288,","""sum"" : 166443865.961,","""synergy"" : -876246.4468,","""station_0_lat"" : 40.662742,","""station_0_lon"" : -73.95085,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.52645163085},"
4807,180097143.4,Rockaway Blvd_0,9 St_0,146905299.2,33416083.53,180321382.7,-224239.2948,40.680429,-73.843853,40.670847,-73.988302,-0.124355355,"{""id"" : 4807,","""delay_with_demand"" : 180097143.449,","""station_0"" : ""Rockaway Blvd_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 146905299.215,","""delay_1"" : 33416083.5288,","""sum"" : 180321382.744,","""synergy"" : -224239.2948,","""station_0_lat"" : 40.680429,","""station_0_lon"" : -73.843853,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.124355354528},"
4808,170443191.7,30 Av_0,9 St_0,137043733,33416083.53,170459816.6,-16624.8768,40.766779,-73.921479,40.670847,-73.988302,-0.009752959,"{""id"" : 4808,","""delay_with_demand"" : 170443191.678,","""station_0"" : ""30 Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 137043733.026,","""delay_1"" : 33416083.5288,","""sum"" : 170459816.555,","""synergy"" : -16624.8768,","""station_0_lat"" : 40.766779,","""station_0_lon"" : -73.921479,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.00975295945755},"
4809,76002665.47,Sutter Av - Rutland Rd_0,9 St_0,43160896.17,33416083.53,76576979.7,-574314.2342,40.664717,-73.92261,40.670847,-73.988302,-0.749982875,"{""id"" : 4809,","""delay_with_demand"" : 76002665.4691,","""station_0"" : ""Sutter Av - Rutland Rd_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 43160896.1745,","""delay_1"" : 33416083.5288,","""sum"" : 76576979.7033,","""synergy"" : -574314.2342,","""station_0_lat"" : 40.664717,","""station_0_lon"" : -73.92261,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.749982875304},"
4810,135866045.7,Flushing - Main St_0,9 St_0,102467186.8,33416083.53,135883270.3,-17224.5678,40.7596,-73.83003,40.670847,-73.988302,-0.012676003,"{""id"" : 4810,","""delay_with_demand"" : 135866045.727,","""station_0"" : ""Flushing - Main St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 102467186.766,","""delay_1"" : 33416083.5288,","""sum"" : 135883270.295,","""synergy"" : -17224.5678,","""station_0_lat"" : 40.7596,","""station_0_lon"" : -73.83003,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0126760032803},"
4811,47380210.79,Union St_0,9 St_0,19150110.68,33416083.53,52566194.21,-5185983.419,40.677316,-73.98311,40.670847,-73.988302,-9.865624661,"{""id"" : 4811,","""delay_with_demand"" : 47380210.7871,","""station_0"" : ""Union St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 19150110.6774,","""delay_1"" : 33416083.5288,","""sum"" : 52566194.2062,","""synergy"" : -5185983.4191,","""station_0_lat"" : 40.677316,","""station_0_lon"" : -73.98311,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -9.86562466127},"
4812,132572026.9,181 St_0,9 St_0,99186743.17,33416083.53,132602826.7,-30799.7464,40.849505,-73.933596,40.670847,-73.988302,-0.023227066,"{""id"" : 4812,","""delay_with_demand"" : 132572026.948,","""station_0"" : ""181 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 99186743.1656,","""delay_1"" : 33416083.5288,","""sum"" : 132602826.694,","""synergy"" : -30799.7464,","""station_0_lat"" : 40.849505,","""station_0_lon"" : -73.933596,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0232270662457},"
4813,112110495.7,42 St - Port Authority Bus Terminal_0,9 St_0,78941772.01,33416083.53,112357855.5,-247359.8004,40.757308,-73.989735,40.670847,-73.988302,-0.220153544,"{""id"" : 4813,","""delay_with_demand"" : 112110495.741,","""station_0"" : ""42 St - Port Authority Bus Terminal_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 78941772.0126,","""delay_1"" : 33416083.5288,","""sum"" : 112357855.541,","""synergy"" : -247359.8004,","""station_0_lat"" : 40.757308,","""station_0_lon"" : -73.989735,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.220153543522},"
4814,110163701.2,34 St - Penn Station_1,9 St_0,76982130.62,33416083.53,110398214.1,-234512.9495,40.752287,-73.993391,40.670847,-73.988302,-0.212424586,"{""id"" : 4814,","""delay_with_demand"" : 110163701.196,","""station_0"" : ""34 St - Penn Station_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 76982130.6167,","""delay_1"" : 33416083.5288,","""sum"" : 110398214.145,","""synergy"" : -234512.9495,","""station_0_lat"" : 40.752287,","""station_0_lon"" : -73.993391,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.212424586136},"
4815,99988763.18,86 St_4,9 St_0,66665551.51,33416083.53,100081635,-92871.8603,40.777891,-73.951787,40.670847,-73.988302,-0.092796106,"{""id"" : 4815,","""delay_with_demand"" : 99988763.1777,","""station_0"" : ""86 St_4"",","""station_1"" : ""9 St_0"",","""delay_0"" : 66665551.5092,","""delay_1"" : 33416083.5288,","""sum"" : 100081635.038,","""synergy"" : -92871.8603,","""station_0_lat"" : 40.777891,","""station_0_lon"" : -73.951787,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0927961061635},"
4816,72068819.93,Whitehall St_0,9 St_0,38805648,33416083.53,72221731.53,-152911.5996,40.703087,-74.012994,40.670847,-73.988302,-0.211725192,"{""id"" : 4816,","""delay_with_demand"" : 72068819.93,","""station_0"" : ""Whitehall St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 38805648.0008,","""delay_1"" : 33416083.5288,","""sum"" : 72221731.5296,","""synergy"" : -152911.5996,","""station_0_lat"" : 40.703087,","""station_0_lon"" : -74.012994,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.211725191797},"
4817,93095719.42,7 Av_0,9 St_0,59863895.03,33416083.53,93279978.56,-184259.1389,40.762862,-73.981637,40.670847,-73.988302,-0.197533428,"{""id"" : 4817,","""delay_with_demand"" : 93095719.4215,","""station_0"" : ""7 Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 59863895.0316,","""delay_1"" : 33416083.5288,","""sum"" : 93279978.5604,","""synergy"" : -184259.1389,","""station_0_lat"" : 40.762862,","""station_0_lon"" : -73.981637,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.197533427584},"
4818,81271036.49,Woodside - 61 St_0,9 St_0,47859069.78,33416083.53,81275153.31,-4116.8134,40.74563,-73.902984,40.670847,-73.988302,-0.005065279,"{""id"" : 4818,","""delay_with_demand"" : 81271036.4936,","""station_0"" : ""Woodside - 61 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 47859069.7782,","""delay_1"" : 33416083.5288,","""sum"" : 81275153.307,","""synergy"" : -4116.8134,","""station_0_lat"" : 40.74563,","""station_0_lon"" : -73.902984,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.00506527915666},"
4819,57447504.59,Queens Plaza_0,9 St_0,24029829.48,33416083.53,57445913.01,1591.58,40.748973,-73.937243,40.670847,-73.988302,0.002770571,"{""id"" : 4819,","""delay_with_demand"" : 57447504.5937,","""station_0"" : ""Queens Plaza_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 24029829.4849,","""delay_1"" : 33416083.5288,","""sum"" : 57445913.0137,","""synergy"" : 1591.58,","""station_0_lat"" : 40.748973,","""station_0_lon"" : -73.937243,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.00277057133659},"
4820,97559831.6,Grand Central - 42 St_1,9 St_0,64389333,33416083.53,97805416.53,-245584.925,40.752769,-73.979189,40.670847,-73.988302,-0.251095424,"{""id"" : 4820,","""delay_with_demand"" : 97559831.6009,","""station_0"" : ""Grand Central - 42 St_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 64389332.9971,","""delay_1"" : 33416083.5288,","""sum"" : 97805416.5259,","""synergy"" : -245584.925,","""station_0_lat"" : 40.752769,","""station_0_lon"" : -73.979189,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.251095423672},"
4821,163076470.7,59 St_1,9 St_0,131305967.9,33416083.53,164722051.4,-1645580.774,40.641362,-74.017881,40.670847,-73.988302,-0.999004541,"{""id"" : 4821,","""delay_with_demand"" : 163076470.662,","""station_0"" : ""59 St_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 131305967.907,","""delay_1"" : 33416083.5288,","""sum"" : 164722051.436,","""synergy"" : -1645580.7738,","""station_0_lat"" : 40.641362,","""station_0_lon"" : -74.017881,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.999004540956},"
4822,77437837.36,Woodhaven Blvd_1,9 St_0,44045622.78,33416083.53,77461706.31,-23868.9485,40.693879,-73.851576,40.670847,-73.988302,-0.030813869,"{""id"" : 4822,","""delay_with_demand"" : 77437837.3623,","""station_0"" : ""Woodhaven Blvd_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 44045622.782,","""delay_1"" : 33416083.5288,","""sum"" : 77461706.3108,","""synergy"" : -23868.9485,","""station_0_lat"" : 40.693879,","""station_0_lon"" : -73.851576,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0308138687318},"
4823,344492837.4,Jackson Hts - Roosevelt Av_0,Pennsylvania Av_0,315917299.6,28590212.66,344507512.2,-14674.8575,40.746644,-73.891338,40.664635,-73.894895,-0.004259663,"{""id"" : 4823,","""delay_with_demand"" : 344492837.383,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""Pennsylvania Av_0"",","""delay_0"" : 315917299.582,","""delay_1"" : 28590212.6585,","""sum"" : 344507512.241,","""synergy"" : -14674.8575,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.664635,","""station_1_lon"" : -73.894895,","""percent_synergy"" : -0.00425966255556},"
4824,284507922.6,125 St_2,Pennsylvania Av_0,256294926.7,28590212.66,284885139.4,-377216.7755,40.804138,-73.937594,40.664635,-73.894895,-0.132410127,"{""id"" : 4824,","""delay_with_demand"" : 284507922.612,","""station_0"" : ""125 St_2"",","""station_1"" : ""Pennsylvania Av_0"",","""delay_0"" : 256294926.729,","""delay_1"" : 28590212.6585,","""sum"" : 284885139.387,","""synergy"" : -377216.7755,","""station_0_lat"" : 40.804138,","""station_0_lon"" : -73.937594,","""station_1_lat"" : 40.664635,","""station_1_lon"" : -73.894895,","""percent_synergy"" : -0.132410127222},"
4825,151729076.4,Newkirk Plaza_0,Pennsylvania Av_0,123750250.4,28590212.66,152340463.1,-611386.6595,40.635082,-73.962793,40.664635,-73.894895,-0.401329133,"{""id"" : 4825,","""delay_with_demand"" : 151729076.402,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""Pennsylvania Av_0"",","""delay_0"" : 123750250.403,","""delay_1"" : 28590212.6585,","""sum"" : 152340463.062,","""synergy"" : -611386.6595,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.664635,","""station_1_lon"" : -73.894895,","""percent_synergy"" : -0.401329132926},"
4826,67378005.38,Essex St_0,Pennsylvania Av_0,38814251.23,28590212.66,67404463.89,-26458.5075,40.718315,-73.987437,40.664635,-73.894895,-0.039253346,"{""id"" : 4826,","""delay_with_demand"" : 67378005.3775,","""station_0"" : ""Essex St_0"",","""station_1"" : ""Pennsylvania Av_0"",","""delay_0"" : 38814251.2265,","""delay_1"" : 28590212.6585,","""sum"" : 67404463.885,","""synergy"" : -26458.5075,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.664635,","""station_1_lon"" : -73.894895,","""percent_synergy"" : -0.0392533461065},"
4827,99500255.51,Nostrand Av_1,Pennsylvania Av_0,71000339.24,28590212.66,99590551.9,-90296.3943,40.680438,-73.950426,40.664635,-73.894895,-0.090667631,"{""id"" : 4827,","""delay_with_demand"" : 99500255.5082,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""Pennsylvania Av_0"",","""delay_0"" : 71000339.244,","""delay_1"" : 28590212.6585,","""sum"" : 99590551.9025,","""synergy"" : -90296.3943,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.664635,","""station_1_lon"" : -73.894895,","""percent_synergy"" : -0.090667631191},"
4828,40292299.76,25 St_0,Pennsylvania Av_0,11718325.41,28590212.66,40308538.07,-16238.3116,40.660397,-73.998091,40.664635,-73.894895,-0.040285042,"{""id"" : 4828,","""delay_with_demand"" : 40292299.756,","""station_0"" : ""25 St_0"",","""station_1"" : ""Pennsylvania Av_0"",","""delay_0"" : 11718325.4091,","""delay_1"" : 28590212.6585,","""sum"" : 40308538.0676,","""synergy"" : -16238.3116,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.664635,","""station_1_lon"" : -73.894895,","""percent_synergy"" : -0.0402850422726},"
